step,epoch,step_in_epoch,probe/is_eval,sys/effective_batch_size,sys/device_batch_size,train/loss,sys/time_per_step_ms,sys/peak_memory_mb,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
538,7,70.0,0.0,32.0,32.0,0.0043741464614868,84.79590399656445,4303.3583984375,,,,,
539,7,71.0,0.0,32.0,32.0,0.1710275411605835,83.24398699915037,4303.3583984375,,,,,
540,7,72.0,0.0,32.0,32.0,0.0051759481430053,84.50992402504198,4303.3583984375,,,,,
541,7,73.0,0.0,32.0,32.0,0.0149773359298706,85.8787739998661,4303.3583984375,,,,,
542,7,74.0,0.0,32.0,32.0,0.0073256492614746,83.65137400687672,4303.3583984375,,,,,
543,7,75.0,0.0,32.0,32.0,0.1309608221054077,84.0681410045363,4303.3583984375,,,,,
544,7,76.0,0.0,32.0,32.0,0.1412558555603027,83.66789302090183,4303.3583984375,,,,,
545,7,77.0,0.0,32.0,32.0,0.0053739547729492,85.52151400363073,4303.3583984375,,,,,
546,7,78.0,0.0,26.0,26.0,0.0083204414695501,73.40451198979281,3852.2724609375,,,,,
546,7,,1.0,32.0,32.0,,73.40451198979281,3852.2724609375,0.776173285198556,1.1889281140433416,0.9919678714859438,0.0326983565792966,0.2157945862873878
